Property name,Address,City,County,State,ZIP code,Latitude,Longitude,Housing Authority,,,,,,,
SCATTERED SITES,1534 Continental Dr,Evansville,Vanderburgh,IN,477156052,37.957629,-87.481546,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1534 Continental Dr,Evansville,Vanderburgh,IN,477156052,37.957629,-87.481546,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1534 Continental Dr,Evansville,Vanderburgh,IN,477156052,37.957629,-87.481546,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1534 Continental Dr,Evansville,Vanderburgh,IN,477156052,37.957629,-87.481546,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1534 Continental Dr,Evansville,Vanderburgh,IN,477156052,37.957629,-87.481546,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1534 Continental Dr,Evansville,Vanderburgh,IN,477156052,37.957629,-87.481546,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1534 Continental Dr,Evansville,Vanderburgh,IN,477156052,37.957629,-87.481546,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITE,819 E Blackford Ave,Evansville,Vanderburgh,IN,477132250,37.963608,-87.551442,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITE,819 E Blackford Ave,Evansville,Vanderburgh,IN,477132250,37.963608,-87.551442,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITE,819 E Blackford Ave,Evansville,Vanderburgh,IN,477132250,37.963608,-87.551442,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITE,819 E Blackford Ave,Evansville,Vanderburgh,IN,477132250,37.963608,-87.551442,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITE,819 E Blackford Ave,Evansville,Vanderburgh,IN,477132250,37.963608,-87.551442,Housing Authority of the City of Evansville,,,,,,,
John Cable Apts,1111 Cherry St,Evansville,Vanderburgh,IN,477132036,37.972222,-87.560031,Housing Authority of the City of Evansville,,,,,,,
John Cable Apts,1111 Cherry St,Evansville,Vanderburgh,IN,477132036,37.972222,-87.560031,Housing Authority of the City of Evansville,,,,,,,
JOHN J BARTON APTS,555 Massachusetts Ave,Indianapolis,Marion,IN,462041525,39.774521,-86.149422,Indianapolis Housing Agency,,,,,,,
JOHN J BARTON APTS,555 Massachusetts Ave,Indianapolis,Marion,IN,462041525,39.774521,-86.149422,Indianapolis Housing Agency,,,,,,,
JOHN J BARTON APTS,555 Massachusetts Ave,Indianapolis,Marion,IN,462041525,39.774521,-86.149422,Indianapolis Housing Agency,,,,,,,
JOHN J BARTON APTS,555 Massachusetts Ave,Indianapolis,Marion,IN,462041525,39.774521,-86.149422,Indianapolis Housing Agency,,,,,,,
JOHN J BARTON APTS,555 Massachusetts Ave,Indianapolis,Marion,IN,462041525,39.774521,-86.149422,Indianapolis Housing Agency,,,,,,,
TWIN HILLS APTS,3524 Baltimore Ave,Indianapolis,Marion,IN,462181116,39.822808,-86.124768,Indianapolis Housing Agency,,,,,,,
TWIN HILLS APTS,3524 Baltimore Ave,Indianapolis,Marion,IN,462181116,39.822808,-86.124768,Indianapolis Housing Agency,,,,,,,
TWIN HILLS APTS,3524 Baltimore Ave,Indianapolis,Marion,IN,462181116,39.822808,-86.124768,Indianapolis Housing Agency,,,,,,,
TWIN HILLS APTS,3524 Baltimore Ave,Indianapolis,Marion,IN,462181116,39.822808,-86.124768,Indianapolis Housing Agency,,,,,,,
TWIN HILLS APTS,3524 Baltimore Ave,Indianapolis,Marion,IN,462181116,39.822808,-86.124768,Indianapolis Housing Agency,,,,,,,
BLACKBURN TERRACE,3137 Baltimore Ave Apt D,Indianapolis,Marion,IN,462185231,39.812917,-86.125425,Indianapolis Housing Agency,,,,,,,
BLACKBURN TERRACE,3137 Baltimore Ave Apt D,Indianapolis,Marion,IN,462185231,39.812917,-86.125425,Indianapolis Housing Agency,,,,,,,
BLACKBURN TERRACE,3137 Baltimore Ave Apt D,Indianapolis,Marion,IN,462185231,39.812917,-86.125425,Indianapolis Housing Agency,,,,,,,
BLACKBURN TERRACE,3137 Baltimore Ave Apt D,Indianapolis,Marion,IN,462185231,39.812917,-86.125425,Indianapolis Housing Agency,,,,,,,
HAWTHORNE PL,5252 E 32nd St,Indianapolis,Marion,IN,462182446,39.814648,-86.079793,Indianapolis Housing Agency,,,,,,,
HAWTHORNE PL,5252 E 32nd St,Indianapolis,Marion,IN,462182446,39.814648,-86.079793,Indianapolis Housing Agency,,,,,,,
HAWTHORNE PL,5252 E 32nd St,Indianapolis,Marion,IN,462182446,39.814648,-86.079793,Indianapolis Housing Agency,,,,,,,
HAWTHORNE PL,5252 E 32nd St,Indianapolis,Marion,IN,462182446,39.814648,-86.079793,Indianapolis Housing Agency,,,,,,,
HAWTHORNE PL,5252 E 32nd St,Indianapolis,Marion,IN,462182446,39.814648,-86.079793,Indianapolis Housing Agency,,,,,,,
BEECHWOOD GRDNS,2971 N Graham Ave,Indianapolis,Marion,IN,462183334,39.808805,-86.069781,Indianapolis Housing Agency,,,,,,,
BEECHWOOD GRDNS,2971 N Graham Ave,Indianapolis,Marion,IN,462183334,39.808805,-86.069781,Indianapolis Housing Agency,,,,,,,
BEECHWOOD GRDNS,2971 N Graham Ave,Indianapolis,Marion,IN,462183334,39.808805,-86.069781,Indianapolis Housing Agency,,,,,,,
BEECHWOOD GRDNS,2971 N Graham Ave,Indianapolis,Marion,IN,462183334,39.808805,-86.069781,Indianapolis Housing Agency,,,,,,,
BEECHWOOD GRDNS,2971 N Graham Ave,Indianapolis,Marion,IN,462183334,39.808805,-86.069781,Indianapolis Housing Agency,,,,,,,
BEECHWOOD GRDNS,2971 N Graham Ave,Indianapolis,Marion,IN,462183334,39.808805,-86.069781,Indianapolis Housing Agency,,,,,,,
LAURELWOOD APTS,3339 Teakwood Dr,Indianapolis,Marion,IN,462273239,39.718232,-86.13447,Indianapolis Housing Agency,,,,,,,
LAURELWOOD APTS,3339 Teakwood Dr,Indianapolis,Marion,IN,462273239,39.718232,-86.13447,Indianapolis Housing Agency,,,,,,,
LAURELWOOD APTS,3339 Teakwood Dr,Indianapolis,Marion,IN,462273239,39.718232,-86.13447,Indianapolis Housing Agency,,,,,,,
LAURELWOOD APTS,3339 Teakwood Dr,Indianapolis,Marion,IN,462273239,39.718232,-86.13447,Indianapolis Housing Agency,,,,,,,
LAURELWOOD APTS,3339 Teakwood Dr,Indianapolis,Marion,IN,462273239,39.718232,-86.13447,Indianapolis Housing Agency,,,,,,,
LAURELWOOD APTS,3339 Teakwood Dr,Indianapolis,Marion,IN,462273239,39.718232,-86.13447,Indianapolis Housing Agency,,,,,,,
JOHN J BARTON ANNEX,501 N East St,Indianapolis,Marion,IN,462041632,39.773893,-86.148536,Indianapolis Housing Agency,,,,,,,
JOHN J BARTON ANNEX,501 N East St,Indianapolis,Marion,IN,462041632,39.773893,-86.148536,Indianapolis Housing Agency,,,,,,,
JOHN J BARTON ANNEX,501 N East St,Indianapolis,Marion,IN,462041632,39.773893,-86.148536,Indianapolis Housing Agency,,,,,,,
JOHN J BARTON ANNEX,501 N East St,Indianapolis,Marion,IN,462041632,39.773893,-86.148536,Indianapolis Housing Agency,,,,,,,
JOHN J BARTON ANNEX,501 N East St,Indianapolis,Marion,IN,462041632,39.773893,-86.148536,Indianapolis Housing Agency,,,,,,,
JOHN J BARTON ANNEX,501 N East St,Indianapolis,Marion,IN,462041632,39.773893,-86.148536,Indianapolis Housing Agency,,,,,,,
ROWNEY TERR,1449 S Bancroft St,Indianapolis,Marion,IN,462033789,39.748668,-86.083945,Indianapolis Housing Agency,,,,,,,
ROWNEY TERR,1449 S Bancroft St,Indianapolis,Marion,IN,462033789,39.748668,-86.083945,Indianapolis Housing Agency,,,,,,,
ROWNEY TERR,1449 S Bancroft St,Indianapolis,Marion,IN,462033789,39.748668,-86.083945,Indianapolis Housing Agency,,,,,,,
ROWNEY TERR,1449 S Bancroft St,Indianapolis,Marion,IN,462033789,39.748668,-86.083945,Indianapolis Housing Agency,,,,,,,
ROWNEY TERR,1449 S Bancroft St,Indianapolis,Marion,IN,462033789,39.748668,-86.083945,Indianapolis Housing Agency,,,,,,,
ROWNEY TERR,1449 S Bancroft St,Indianapolis,Marion,IN,462033789,39.748668,-86.083945,Indianapolis Housing Agency,,,,,,,
LUGAR TOWERS,901 Fort Wayne Ave,Indianapolis,Marion,IN,462023362,39.77892,-86.151259,Indianapolis Housing Agency,,,,,,,
LUGAR TOWERS,901 Fort Wayne Ave,Indianapolis,Marion,IN,462023362,39.77892,-86.151259,Indianapolis Housing Agency,,,,,,,
LUGAR TOWERS,901 Fort Wayne Ave,Indianapolis,Marion,IN,462023362,39.77892,-86.151259,Indianapolis Housing Agency,,,,,,,
LUGAR TOWERS,901 Fort Wayne Ave,Indianapolis,Marion,IN,462023362,39.77892,-86.151259,Indianapolis Housing Agency,,,,,,,
LUGAR TOWERS,901 Fort Wayne Ave,Indianapolis,Marion,IN,462023362,39.77892,-86.151259,Indianapolis Housing Agency,,,,,,,
LUGAR TOWERS,901 Fort Wayne Ave,Indianapolis,Marion,IN,462023362,39.77892,-86.151259,Indianapolis Housing Agency,,,,,,,
INDIANA AVENUE APTS,825 Indiana Ave,Indianapolis,Marion,IN,462022918,39.778667,-86.17142,Indianapolis Housing Agency,,,,,,,
INDIANA AVENUE APTS,825 Indiana Ave,Indianapolis,Marion,IN,462022918,39.778667,-86.17142,Indianapolis Housing Agency,,,,,,,
INDIANA AVENUE APTS,825 Indiana Ave,Indianapolis,Marion,IN,462022918,39.778667,-86.17142,Indianapolis Housing Agency,,,,,,,
INDIANA AVENUE APTS,825 Indiana Ave,Indianapolis,Marion,IN,462022918,39.778667,-86.17142,Indianapolis Housing Agency,,,,,,,
INDIANA AVENUE APTS,825 Indiana Ave,Indianapolis,Marion,IN,462022918,39.778667,-86.17142,Indianapolis Housing Agency,,,,,,,
INDIANA AVENUE APTS,825 Indiana Ave,Indianapolis,Marion,IN,462022918,39.778667,-86.17142,Indianapolis Housing Agency,,,,,,,
CONCORD HOMES WEST,784 N Centennial St,Indianapolis,Marion,IN,462223507,39.77846,-86.213336,Indianapolis Housing Agency,,,,,,,
CONCORD HOMES WEST,784 N Centennial St,Indianapolis,Marion,IN,462223507,39.77846,-86.213336,Indianapolis Housing Agency,,,,,,,
CONCORD HOMES WEST,784 N Centennial St,Indianapolis,Marion,IN,462223507,39.77846,-86.213336,Indianapolis Housing Agency,,,,,,,
Tibbs Court,518 N Traub Ave,Indianapolis,Marion,IN,462223833,39.774936,-86.196051,Indianapolis Housing Agency,,,,,,,
Tibbs Court,518 N Traub Ave,Indianapolis,Marion,IN,462223833,39.774936,-86.196051,Indianapolis Housing Agency,,,,,,,
EAGLE CREEK HOMES WEST,321 N Exeter Ave,Indianapolis,Marion,IN,462224910,39.770534,-86.219868,Indianapolis Housing Agency,,,,,,,
EAGLE CREEK HOMES WEST,321 N Exeter Ave,Indianapolis,Marion,IN,462224910,39.770534,-86.219868,Indianapolis Housing Agency,,,,,,,
EAGLE CREEK HOMES WEST,321 N Exeter Ave,Indianapolis,Marion,IN,462224910,39.770534,-86.219868,Indianapolis Housing Agency,,,,,,,
EAGLE CREEK HOMES EAST,309 N Berwick Ave,Indianapolis,Marion,IN,462224991,39.77067,-86.218313,Indianapolis Housing Agency,,,,,,,
EAGLE CREEK HOMES EAST,309 N Berwick Ave,Indianapolis,Marion,IN,462224991,39.77067,-86.218313,Indianapolis Housing Agency,,,,,,,
EAGLE CREEK HOMES EAST,309 N Berwick Ave,Indianapolis,Marion,IN,462224991,39.77067,-86.218313,Indianapolis Housing Agency,,,,,,,
CONCORD HOMES EAST,2709 W Walnut St,Indianapolis,Marion,IN,462223657,39.776472,-86.206395,Indianapolis Housing Agency,,,,,,,
CONCORD HOMES EAST,2709 W Walnut St,Indianapolis,Marion,IN,462223657,39.776472,-86.206395,Indianapolis Housing Agency,,,,,,,
CONCORD HOMES EAST,2709 W Walnut St,Indianapolis,Marion,IN,462223657,39.776472,-86.206395,Indianapolis Housing Agency,,,,,,,
ERIE HOMES,618 16th St,Tell City,Perry,IN,475861129,37.949535,-86.759085,Housing Authority of the City of Tell City,,,,,,,
ERIE HOMES,618 16th St,Tell City,Perry,IN,475861129,37.949535,-86.759085,Housing Authority of the City of Tell City,,,,,,,
ERIE HOMES,618 16th St,Tell City,Perry,IN,475861129,37.949535,-86.759085,Housing Authority of the City of Tell City,,,,,,,
ERIE HOMES,618 16th St,Tell City,Perry,IN,475861129,37.949535,-86.759085,Housing Authority of the City of Tell City,,,,,,,
TWILIGHT TOWERS,1648 10th St,Tell City,Perry,IN,475861342,37.965106,-86.766888,Housing Authority of the City of Tell City,,,,,,,
TWILIGHT TOWERS,1648 10th St,Tell City,Perry,IN,475861342,37.965106,-86.766888,Housing Authority of the City of Tell City,,,,,,,
TWILIGHT TOWERS,1648 10th St,Tell City,Perry,IN,475861342,37.965106,-86.766888,Housing Authority of the City of Tell City,,,,,,,
TWILIGHT TOWERS,1648 10th St,Tell City,Perry,IN,475861342,37.965106,-86.766888,Housing Authority of the City of Tell City,,,,,,,
TWILIGHT TOWERS NORTH,1648 10th St,Tell City,Perry,IN,475861342,37.965106,-86.766888,Housing Authority of the City of Tell City,,,,,,,
TWILIGHT TOWERS NORTH,1648 10th St,Tell City,Perry,IN,475861342,37.965106,-86.766888,Housing Authority of the City of Tell City,,,,,,,
TWILIGHT TOWERS NORTH,1648 10th St,Tell City,Perry,IN,475861342,37.965106,-86.766888,Housing Authority of the City of Tell City,,,,,,,
TWILIGHT TOWERS NORTH,1648 10th St,Tell City,Perry,IN,475861342,37.965106,-86.766888,Housing Authority of the City of Tell City,,,,,,,
SPRING HILL TERRACE,1815 Pestalozzi St,Tell City,Perry,IN,475861172,37.946061,-86.756434,Housing Authority of the City of Tell City,,,,,,,
SPRING HILL TERRACE,1815 Pestalozzi St,Tell City,Perry,IN,475861172,37.946061,-86.756434,Housing Authority of the City of Tell City,,,,,,,
SPRING HILL TERRACE,1815 Pestalozzi St,Tell City,Perry,IN,475861172,37.946061,-86.756434,Housing Authority of the City of Tell City,,,,,,,
SPRING HILL TERRACE,1815 Pestalozzi St,Tell City,Perry,IN,475861172,37.946061,-86.756434,Housing Authority of the City of Tell City,,,,,,,
HARBORSIDE HMS,1313 W 8th St,Michigan City,La Porte,IN,463603820,41.709107,-86.916043,Housing Authority of the City of Michigan City,,,,,,,
HARBORSIDE HMS,1313 W 8th St,Michigan City,La Porte,IN,463603820,41.709107,-86.916043,Housing Authority of the City of Michigan City,,,,,,,
HARBORSIDE HMS,1313 W 8th St,Michigan City,La Porte,IN,463603820,41.709107,-86.916043,Housing Authority of the City of Michigan City,,,,,,,
BOULEVARD GARDENS,421 E 6th St,Michigan City,La Porte,IN,463601483,41.717238,-86.896654,Housing Authority of the City of Michigan City,,,,,,,
BOULEVARD GARDENS,421 E 6th St,Michigan City,La Porte,IN,463601483,41.717238,-86.896654,Housing Authority of the City of Michigan City,,,,,,,
BOULEVARD GARDENS,421 E 6th St,Michigan City,La Porte,IN,463601483,41.717238,-86.896654,Housing Authority of the City of Michigan City,,,,,,,
BOULEVARD GARDENS,421 E 6th St,Michigan City,La Porte,IN,463601483,41.717238,-86.896654,Housing Authority of the City of Michigan City,,,,,,,
LAKELAND ESTATES,216 Merrihill Dr,Michigan City,La Porte,IN,463602735,41.718842,-86.853976,Housing Authority of the City of Michigan City,,,,,,,
LAKELAND ESTATES,216 Merrihill Dr,Michigan City,La Porte,IN,463602735,41.718842,-86.853976,Housing Authority of the City of Michigan City,,,,,,,
LAKELAND ESTATES,216 Merrihill Dr,Michigan City,La Porte,IN,463602735,41.718842,-86.853976,Housing Authority of the City of Michigan City,,,,,,,
LAKELAND ESTATES,216 Merrihill Dr,Michigan City,La Porte,IN,463602735,41.718842,-86.853976,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,608 Lamb Ct,Michigan City,La Porte,IN,463603843,41.713639,-86.909749,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,608 Lamb Ct,Michigan City,La Porte,IN,463603843,41.713639,-86.909749,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,608 Lamb Ct,Michigan City,La Porte,IN,463603843,41.713639,-86.909749,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,608 Lamb Ct,Michigan City,La Porte,IN,463603843,41.713639,-86.909749,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,305 Brinkman Ave,Michigan City,La Porte,IN,463606916,41.692799,-86.896744,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,305 Brinkman Ave,Michigan City,La Porte,IN,463606916,41.692799,-86.896744,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,305 Brinkman Ave,Michigan City,La Porte,IN,463606916,41.692799,-86.896744,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,305 Brinkman Ave,Michigan City,La Porte,IN,463606916,41.692799,-86.896744,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,218 1/2 W 9th St,Michigan City,La Porte,IN,463603551,41.712481,-86.901437,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,218 1/2 W 9th St,Michigan City,La Porte,IN,463603551,41.712481,-86.901437,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,218 1/2 W 9th St,Michigan City,La Porte,IN,463603551,41.712481,-86.901437,Housing Authority of the City of Michigan City,,,,,,,
SCATTERED SITES,218 1/2 W 9th St,Michigan City,La Porte,IN,463603551,41.712481,-86.901437,Housing Authority of the City of Michigan City,,,,,,,
BARBEE CREEK VILLAGE,508 E 12th St,Mishawaka,St Joseph,IN,465445421,41.651388,-86.174569,Housing Authority of the City of Mishawaka,,,,,,,
BARBEE CREEK VILLAGE,508 E 12th St,Mishawaka,St Joseph,IN,465445421,41.651388,-86.174569,Housing Authority of the City of Mishawaka,,,,,,,
BARBEE CREEK VILLAGE,508 E 12th St,Mishawaka,St Joseph,IN,465445421,41.651388,-86.174569,Housing Authority of the City of Mishawaka,,,,,,,
BARBEE CREEK VILLAGE,508 E 12th St,Mishawaka,St Joseph,IN,465445421,41.651388,-86.174569,Housing Authority of the City of Mishawaka,,,,,,,
RIVER VIEW 500,500 Lincolnway E,Mishawaka,St Joseph,IN,465442266,41.6607,-86.1665,Housing Authority of the City of Mishawaka,,,,,,,
RIVER VIEW 500,500 Lincolnway E,Mishawaka,St Joseph,IN,465442266,41.6607,-86.1665,Housing Authority of the City of Mishawaka,,,,,,,
RIVER VIEW 500,500 Lincolnway E,Mishawaka,St Joseph,IN,465442266,41.6607,-86.1665,Housing Authority of the City of Mishawaka,,,,,,,
RIVER VIEW 500,500 Lincolnway E,Mishawaka,St Joseph,IN,465442266,41.6607,-86.1665,Housing Authority of the City of Mishawaka,,,,,,,
BATTELL SCHOOL APARTMENTS,120 E Battell St,Mishawaka,St Joseph,IN,465456659,41.668979,-86.18098,Housing Authority of the City of Mishawaka,,,,,,,
BATTELL SCHOOL APARTMENTS,120 E Battell St,Mishawaka,St Joseph,IN,465456659,41.668979,-86.18098,Housing Authority of the City of Mishawaka,,,,,,,
BATTELL SCHOOL APARTMENTS,120 E Battell St,Mishawaka,St Joseph,IN,465456659,41.668979,-86.18098,Housing Authority of the City of Mishawaka,,,,,,,
BATTELL SCHOOL APARTMENTS,120 E Battell St,Mishawaka,St Joseph,IN,465456659,41.668979,-86.18098,Housing Authority of the City of Mishawaka,,,,,,,
LOCKPORT,506 Foulkes Dr,Terre Haute,Vigo,IN,478022438,39.446082,-87.400737,Housing Authority of the City of Terre Haute,,,,,,,
LOCKPORT,506 Foulkes Dr,Terre Haute,Vigo,IN,478022438,39.446082,-87.400737,Housing Authority of the City of Terre Haute,,,,,,,
LOCKPORT,506 Foulkes Dr,Terre Haute,Vigo,IN,478022438,39.446082,-87.400737,Housing Authority of the City of Terre Haute,,,,,,,
LOCKPORT,506 Foulkes Dr,Terre Haute,Vigo,IN,478022438,39.446082,-87.400737,Housing Authority of the City of Terre Haute,,,,,,,
LOCKPORT,506 Foulkes Dr,Terre Haute,Vigo,IN,478022438,39.446082,-87.400737,Housing Authority of the City of Terre Haute,,,,,,,
MARGARET AVE - 1,2933 Ijams Dr,Terre Haute,Vigo,IN,478023741,39.434743,-87.421157,Housing Authority of the City of Terre Haute,,,,,,,
MARGARET AVE - 1,2933 Ijams Dr,Terre Haute,Vigo,IN,478023741,39.434743,-87.421157,Housing Authority of the City of Terre Haute,,,,,,,
MARGARET AVE - 1,2933 Ijams Dr,Terre Haute,Vigo,IN,478023741,39.434743,-87.421157,Housing Authority of the City of Terre Haute,,,,,,,
MARGARET AVE - 1,2933 Ijams Dr,Terre Haute,Vigo,IN,478023741,39.434743,-87.421157,Housing Authority of the City of Terre Haute,,,,,,,
MARGARET AVE - 1,2933 Ijams Dr,Terre Haute,Vigo,IN,478023741,39.434743,-87.421157,Housing Authority of the City of Terre Haute,,,,,,,
DREISER SQUARE - 1,84 Dreiser Sq,Terre Haute,Vigo,IN,478074618,39.455576,-87.415725,Housing Authority of the City of Terre Haute,,,,,,,
DREISER SQUARE - 1,84 Dreiser Sq,Terre Haute,Vigo,IN,478074618,39.455576,-87.415725,Housing Authority of the City of Terre Haute,,,,,,,
DREISER SQUARE - 1,84 Dreiser Sq,Terre Haute,Vigo,IN,478074618,39.455576,-87.415725,Housing Authority of the City of Terre Haute,,,,,,,
DREISER SQUARE - 1,84 Dreiser Sq,Terre Haute,Vigo,IN,478074618,39.455576,-87.415725,Housing Authority of the City of Terre Haute,,,,,,,
DREISER SQUARE - 1,84 Dreiser Sq,Terre Haute,Vigo,IN,478074618,39.455576,-87.415725,Housing Authority of the City of Terre Haute,,,,,,,
DREISER SQUARE - 2,1265 Dreiser Sq,Terre Haute,Vigo,IN,478024673,39.4044,-87.3918,Housing Authority of the City of Terre Haute,,,,,,,
DREISER SQUARE - 2,1265 Dreiser Sq,Terre Haute,Vigo,IN,478024673,39.4044,-87.3918,Housing Authority of the City of Terre Haute,,,,,,,
DREISER SQUARE - 2,1265 Dreiser Sq,Terre Haute,Vigo,IN,478024673,39.4044,-87.3918,Housing Authority of the City of Terre Haute,,,,,,,
DREISER SQUARE - 2,1265 Dreiser Sq,Terre Haute,Vigo,IN,478024673,39.4044,-87.3918,Housing Authority of the City of Terre Haute,,,,,,,
DREISER SQUARE - 2,1265 Dreiser Sq,Terre Haute,Vigo,IN,478024673,39.4044,-87.3918,Housing Authority of the City of Terre Haute,,,,,,,
MARGARET AVE - 2,2943 Krumbhaar St,Terre Haute,Vigo,IN,478023747,39.434846,-87.423026,Housing Authority of the City of Terre Haute,,,,,,,
MARGARET AVE - 2,2943 Krumbhaar St,Terre Haute,Vigo,IN,478023747,39.434846,-87.423026,Housing Authority of the City of Terre Haute,,,,,,,
MARGARET AVE - 2,2943 Krumbhaar St,Terre Haute,Vigo,IN,478023747,39.434846,-87.423026,Housing Authority of the City of Terre Haute,,,,,,,
MARGARET AVE - 2,2943 Krumbhaar St,Terre Haute,Vigo,IN,478023747,39.434846,-87.423026,Housing Authority of the City of Terre Haute,,,,,,,
MARGARET AVE - 2,2943 Krumbhaar St,Terre Haute,Vigo,IN,478023747,39.434846,-87.423026,Housing Authority of the City of Terre Haute,,,,,,,
GARFIELD TOWERS,2200 Garfield Ave,Terre Haute,Vigo,IN,478043036,39.493432,-87.399437,Housing Authority of the City of Terre Haute,,,,,,,
GARFIELD TOWERS,2200 Garfield Ave,Terre Haute,Vigo,IN,478043036,39.493432,-87.399437,Housing Authority of the City of Terre Haute,,,,,,,
GARFIELD TOWERS,2200 Garfield Ave,Terre Haute,Vigo,IN,478043036,39.493432,-87.399437,Housing Authority of the City of Terre Haute,,,,,,,
GARFIELD TOWERS,2200 Garfield Ave,Terre Haute,Vigo,IN,478043036,39.493432,-87.399437,Housing Authority of the City of Terre Haute,,,,,,,
GARFIELD TOWERS,2200 Garfield Ave,Terre Haute,Vigo,IN,478043036,39.493432,-87.399437,Housing Authority of the City of Terre Haute,,,,,,,
MORTON LEWIS COURT,1827 N 4th St,Terre Haute,Vigo,IN,478044069,39.487391,-87.412577,Housing Authority of the City of Terre Haute,,,,,,,
MORTON LEWIS COURT,1827 N 4th St,Terre Haute,Vigo,IN,478044069,39.487391,-87.412577,Housing Authority of the City of Terre Haute,,,,,,,
MORTON LEWIS COURT,1827 N 4th St,Terre Haute,Vigo,IN,478044069,39.487391,-87.412577,Housing Authority of the City of Terre Haute,,,,,,,
MORTON LEWIS COURT,1827 N 4th St,Terre Haute,Vigo,IN,478044069,39.487391,-87.412577,Housing Authority of the City of Terre Haute,,,,,,,
MORTON LEWIS COURT,1827 N 4th St,Terre Haute,Vigo,IN,478044069,39.487391,-87.412577,Housing Authority of the City of Terre Haute,,,,,,,
MCMILLAN SQUARE,526 1st Ave,Terre Haute,Vigo,IN,478071804,39.478682,-87.411112,Housing Authority of the City of Terre Haute,,,,,,,
MCMILLAN SQUARE,526 1st Ave,Terre Haute,Vigo,IN,478071804,39.478682,-87.411112,Housing Authority of the City of Terre Haute,,,,,,,
MCMILLAN SQUARE,526 1st Ave,Terre Haute,Vigo,IN,478071804,39.478682,-87.411112,Housing Authority of the City of Terre Haute,,,,,,,
MCMILLAN SQUARE,526 1st Ave,Terre Haute,Vigo,IN,478071804,39.478682,-87.411112,Housing Authority of the City of Terre Haute,,,,,,,
MCMILLAN SQUARE,526 1st Ave,Terre Haute,Vigo,IN,478071804,39.478682,-87.411112,Housing Authority of the City of Terre Haute,,,,,,,
TURNKEY-1982,1908 Elm St,Terre Haute,Vigo,IN,478072349,39.476716,-87.388245,Housing Authority of the City of Terre Haute,,,,,,,
TURNKEY-1982,1908 Elm St,Terre Haute,Vigo,IN,478072349,39.476716,-87.388245,Housing Authority of the City of Terre Haute,,,,,,,
TURNKEY-1982,1908 Elm St,Terre Haute,Vigo,IN,478072349,39.476716,-87.388245,Housing Authority of the City of Terre Haute,,,,,,,
TURNKEY-1982,1908 Elm St,Terre Haute,Vigo,IN,478072349,39.476716,-87.388245,Housing Authority of the City of Terre Haute,,,,,,,
TURNKEY-1982,1908 Elm St,Terre Haute,Vigo,IN,478072349,39.476716,-87.388245,Housing Authority of the City of Terre Haute,,,,,,,
ACQUISTION-1984,425 Washington Ave,Terre Haute,Vigo,IN,478021131,39.452244,-87.412204,Housing Authority of the City of Terre Haute,,,,,,,
ACQUISTION-1984,425 Washington Ave,Terre Haute,Vigo,IN,478021131,39.452244,-87.412204,Housing Authority of the City of Terre Haute,,,,,,,
ACQUISTION-1984,425 Washington Ave,Terre Haute,Vigo,IN,478021131,39.452244,-87.412204,Housing Authority of the City of Terre Haute,,,,,,,
ACQUISTION-1984,425 Washington Ave,Terre Haute,Vigo,IN,478021131,39.452244,-87.412204,Housing Authority of the City of Terre Haute,,,,,,,
ACQUISTION-1984,425 Washington Ave,Terre Haute,Vigo,IN,478021131,39.452244,-87.412204,Housing Authority of the City of Terre Haute,,,,,,,
TURNKEY-1985,2523 N 26th St,Terre Haute,Vigo,IN,478042113,39.496982,-87.377723,Housing Authority of the City of Terre Haute,,,,,,,
TURNKEY-1985,2523 N 26th St,Terre Haute,Vigo,IN,478042113,39.496982,-87.377723,Housing Authority of the City of Terre Haute,,,,,,,
TURNKEY-1985,2523 N 26th St,Terre Haute,Vigo,IN,478042113,39.496982,-87.377723,Housing Authority of the City of Terre Haute,,,,,,,
TURNKEY-1985,2523 N 26th St,Terre Haute,Vigo,IN,478042113,39.496982,-87.377723,Housing Authority of the City of Terre Haute,,,,,,,
TURNKEY-1985,2523 N 26th St,Terre Haute,Vigo,IN,478042113,39.496982,-87.377723,Housing Authority of the City of Terre Haute,,,,,,,
